creationDate,fuelType,mainProvince,make,model,price,km,title,url,seller_name,seller_isProfessional,first_seen,last_seen
2026-02-19T17:22:34Z,Diésel,Castellón,PEUGEOT,3008,16500,127000,PEUGEOT 3008 1.5 BlueHDi SS Allure Pack EAT8,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-ss-allure-pack-eat8-5p-diesel-2021-en-castellon-70014776-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T12:52:21Z,Gasolina,Valencia,RENAULT,Clio,10990,70010,RENAULT Clio Limited Energy TCe 2018,https://www.coches.net/renault-clio-limited-energy-tce-66kw-90cv-2018-5p-gasolina-2016-en-valencia-70020761-covo.aspx,Autos Fernández Chiva,True,2026-02-23,2026-02-23
2026-02-22T18:47:21Z,Gasolina,Valencia,VOLKSWAGEN,Polo,9800,117122,VOLKSWAGEN Polo Edition 1.0,https://www.coches.net/volkswagen-polo-edition-10-59kw-80cv-5p-gasolina-2019-en-valencia-70033602-covo.aspx,I Cars ,True,2026-02-23,2026-02-23
2026-02-22T18:48:41Z,Diésel,Valencia,CITROEN,C4,13800,103578,CITROEN C4 BlueHDi 110 SS Live Pack,https://www.coches.net/citroen-c4-bluehdi-110-ss-live-pack-5p-diesel-2021-en-valencia-70033607-covo.aspx,I Cars ,True,2026-02-23,2026-02-23
2026-02-22T18:50:23Z,Gasolina,Valencia,SKODA,Fabia,12800,50581,SKODA Fabia 1.0 TSI Ambition,https://www.coches.net/skoda-fabia-10-tsi-70kw-95cv-ambition-5p-gasolina-2021-en-valencia-70033622-covo.aspx,I Cars ,True,2026-02-23,2026-02-23
2026-02-22T18:50:53Z,Diésel,Valencia,PEUGEOT,Rifter,17800,57041,PEUGEOT Rifter Active Pack Standard BlueHDi,https://www.coches.net/peugeot-rifter-active-pack-standard-bluehdi-73kw-5p-diesel-2021-en-valencia-70033628-covo.aspx,I Cars ,True,2026-02-23,2026-02-23
2026-01-26T19:11:07Z,Diésel,Valencia,MERCEDES-BENZ,Clase GLC,36580,107000,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC,https://www.coches.net/mercedes-benz-clase-glc-glc-200-d-4matic-5p-diesel-2021-en-valencia-62494643-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-01-30T19:11:50Z,Híbrido,Valencia,VOLVO,XC90,39890,109000,VOLVO XC90 2.0 B5 D AWD Momentum Pro Auto,https://www.coches.net/volvo-xc90-20-b5-d-awd-momentum-pro-auto-5p-electrico-hibrido-2022-en-valencia-62528508-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-01-30T19:30:07Z,Híbrido enchufable,Valencia,VOLVO,XC60,35680,102000,VOLVO XC60 2.0 T6 AWD Recharge Inscription Auto,https://www.coches.net/volvo-xc60-20-t6-awd-recharge-inscription-auto-5p-electrico-hibrido-2022-en-valencia-62528692-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-01-30T19:33:21Z,Diésel,Valencia,ALFA ROMEO,Stelvio,26900,65000,ALFA ROMEO Stelvio 2.2 Diesel SPRINT AWD,https://www.coches.net/alfa-romeo-stelvio-22-diesel-140kw-190cv-sprint-awd-5p-diesel-2022-en-valencia-62528746-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-01-23T15:08:38Z,Gasolina,Valencia,OPEL,Crossland,13990,71717,OPEL Crossland 1.2 GS Line,https://www.coches.net/opel-crossland-12-81kw-110cv-gs-line-5p-gasolina-2021-en-valencia-62474848-covo.aspx,Traverauto,True,2026-02-23,2026-02-23
2026-02-03T20:29:57Z,Híbrido enchufable,Valencia,BMW,Serie 2 Active Tourer,21440,51000,BMW Serie 2 Active Tourer 225xe iPerformance,https://www.coches.net/bmw-serie-2-active-tourer-225xe-iperformance-5p-electrico-hibrido-2021-en-valencia-62557953-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-02-06T19:39:27Z,Híbrido,Valencia,MERCEDES-BENZ,Clase GLC,37560,102000,MERCEDES-BENZ Clase GLC GLC 200 4MATIC,https://www.coches.net/mercedes-benz-clase-glc-glc-200-4matic-5p-electrico-hibrido-2020-en-valencia-62585411-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2025-12-18T08:29:29Z,Híbrido,Valencia,HYUNDAI,Kona,16950,78624,HYUNDAI Kona 1.0 TGDI 48V Klass 4X2,https://www.coches.net/hyundai-kona-10-tgdi-48v-klass-4x2-5p-electrico-hibrido-2020-en-valencia-62246907-covo.aspx,Traverauto,True,2026-02-23,2026-02-23
2026-02-19T19:20:27Z,Gasolina,Valencia,AUDI,A3,21960,98000,AUDI A3 Sportback 30 TFSI,https://www.coches.net/audi-a3-sportback-30-tfsi-81kw-110cv-5p-gasolina-2022-en-valencia-70016172-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-02-20T18:45:07Z,Híbrido enchufable,Valencia,VOLVO,XC40,26940,97000,VOLVO XC40 1.5 T4 Twin Recharge Inscription Auto,https://www.coches.net/volvo-xc40-15-t4-twin-recharge-inscription-auto-5p-electrico-hibrido-2022-en-valencia-70024313-covo.aspx,J Casañ Automóviles SL,True,2026-02-23,2026-02-23
2026-01-23T08:37:50Z,Diésel,Valencia,CITROEN,C4,17900,62389,CITROEN C4 BlueHDi 130 SS EAT8 Shine,https://www.coches.net/citroen-c4-bluehdi-130-ss-eat8-shine-5p-diesel-2021-en-valencia-62471606-covo.aspx,Traverauto,True,2026-02-23,2026-02-23
2025-12-31T12:51:31Z,Diésel,Valencia,CITROEN,C3 Aircross,13990,47954,CITROEN C3 Aircross BlueHDi SS Feel Pack,https://www.coches.net/citroen-c3-aircross-bluehdi-81kw-110cv-ss-feel-pack-5p-diesel-2021-en-valencia-62324035-covo.aspx,Traverauto,True,2026-02-23,2026-02-23
2026-02-02T17:58:00Z,Diésel,Valencia,AUDI,Q3,17990,164450,AUDI Q3 2.0 TDI quattro S tronic,https://www.coches.net/audi-q3-20-tdi-184cv-quattro-s-tronic-5p-diesel-2016-en-valencia-62548581-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-02T18:13:03Z,Diésel,Valencia,AUDI,A5,16500,187155,AUDI A5 Cabrio 3.0 TDI multitronic,https://www.coches.net/audi-a5-cabrio-30-tdi-204cv-multitronic-2p-diesel-2012-en-valencia-62548782-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-06T12:07:53Z,Diésel,Valencia,MERCEDES-BENZ,Clase V,44800,201096,MERCEDES-BENZ Clase V 250 d Avantgarde Largo,https://www.coches.net/mercedes-benz-clase-v-250-d-avantgarde-largo-5p-diesel-2021-en-valencia-62580031-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-10T17:38:22Z,Gasolina,Castellón,PEUGEOT,208,15900,41000,PEUGEOT 208 PureTech EAT8 Allure,https://www.coches.net/peugeot-208-puretech-73kw-100cv-eat8-allure-5p-gasolina-2023-en-castellon-62612669-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-13T18:47:42Z,Gasolina,Castellón,CITROEN,C3 Aircross,10900,84000,CITROEN C3 Aircross PureTech SS Feel Pack,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-feel-pack-5p-gasolina-2021-en-castellon-62640416-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-13T18:47:39Z,Gasolina,Castellón,PEUGEOT,208,15900,41000,PEUGEOT 208 PureTech EAT8 Allure,https://www.coches.net/peugeot-208-puretech-73kw-100cv-eat8-allure-5p-gasolina-2023-en-castellon-62640414-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T11:15:38Z,Gasolina,Castellón,OPEL,Crossland X,12490,94000,OPEL Crossland X 1.2 Innovation Auto,https://www.coches.net/opel-crossland-x-12-96kw-130cv-innovation-auto-5p-gasolina-2020-en-castellon-62661571-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T11:17:49Z,Gasolina,Castellón,RENAULT,Clio,13900,68999,RENAULT Clio Equilibre TCe,https://www.coches.net/renault-clio-equilibre-tce-67-kw-91cv-5p-gasolina-2022-en-castellon-62661586-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T11:22:07Z,Híbrido,Castellón,RENAULT,Austral,29900,49000,RENAULT Austral Techno Esprit Alpin Mild Hybrid AT,https://www.coches.net/renault-austral-techno-esprit-alpin-mild-hybrid-116kw-at-5p-electrico-hibrido-2022-en-castellon-62661613-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T11:25:32Z,Gasolina,Castellón,SKODA,Fabia,19790,23000,SKODA Fabia 1.0 TSI DSG Selection,https://www.coches.net/skoda-fabia-10-tsi-85kw-115cv-dsg-selection-5p-gasolina-2025-en-castellon-62661651-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T15:21:58Z,Diésel,Castellón,BMW,Serie 1,23900,117000,BMW Serie 1 118d,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2021-en-castellon-62664016-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-17T15:22:18Z,Gasolina,Castellón,PEUGEOT,208,12900,28999,PEUGEOT 208 PureTech Allure,https://www.coches.net/peugeot-208-puretech-73kw-100cv-allure-5p-gasolina-2021-en-castellon-62664021-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-18T18:45:24Z,Gasolina,Castellón,VOLKSWAGEN,Tiguan,23500,127000,VOLKSWAGEN Tiguan Life 1.5 TSI DSG,https://www.coches.net/volkswagen-tiguan-life-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-castellon-70006785-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-19T17:23:19Z,Eléctrico,Castellón,BMW,i3,17900,69000,BMW i3 120ah,https://www.coches.net/bmw-i3-120ah-5p-electrico-hibrido-2019-en-castellon-70014788-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:13:57Z,Diésel,Castellón,VOLKSWAGEN,Golf,17900,115000,VOLKSWAGEN Golf Life 2.0 TDI,https://www.coches.net/volkswagen-golf-life-20-tdi-85kw-115cv-5p-diesel-2021-en-castellon-70018119-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:13:58Z,Gasolina,Castellón,VOLKSWAGEN,T-Roc,17900,77000,VOLKSWAGEN T-Roc Advance 1.0 TSI,https://www.coches.net/volkswagen-t-roc-advance-10-tsi-85kw-115cv-5p-gasolina-2021-en-castellon-70018120-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:14:01Z,Híbrido,Castellón,VOLKSWAGEN,Golf,19900,105000,VOLKSWAGEN Golf Life 1.5 eTSI DSG,https://www.coches.net/volkswagen-golf-life-15-etsi-110kw-150cv-dsg-5p-electrico-hibrido-2022-en-castellon-70018121-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:14:04Z,Gasolina,Castellón,SEAT,León,14500,99800,SEAT León 1.0 TSI SS Style Go,https://www.coches.net/seat-leon-10-tsi-81kw-ss-style-go-5p-gasolina-2021-en-castellon-70018122-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:14:22Z,Gasolina,Castellón,VOLKSWAGEN,Polo,15900,67000,VOLKSWAGEN Polo Life 1.0 TSI,https://www.coches.net/volkswagen-polo-life-10-tsi-70kw-95cv-5p-gasolina-2023-en-castellon-70018124-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T07:14:07Z,Gasolina,Castellón,PEUGEOT,2008,17500,47000,PEUGEOT 2008 Allure Puretech 100 SS 6 Vel. MAN,https://www.coches.net/peugeot-2008-allure-puretech-100-ss-6-vel-man-5p-gasolina-2023-en-castellon-70018123-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2026-02-20T14:41:37Z,Gasolina,Castellón,VOLKSWAGEN,T-Cross,17900,67000,VOLKSWAGEN T-Cross Advance 1.0 TSI DSG,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-dsg-5p-gasolina-2023-en-castellon-70021807-covo.aspx,Aquítucoche,True,2026-02-23,2026-02-23
2025-10-08T12:49:19Z,Gasolina,Valencia,VOLKSWAGEN,Taigo,18990,75715,VOLKSWAGEN Taigo Life 1.0 TSI DSG,https://www.coches.net/volkswagen-taigo-life-10-tsi-81kw-110cv-dsg-5p-gasolina-2023-en-valencia-61672254-covo.aspx,Traverauto,True,2026-02-23,2026-02-23
2026-02-15T19:08:43Z,Híbrido,Valencia,TOYOTA,C-HR,22500,68733,TOYOTA C-HR 1.8 125H Active,https://www.coches.net/toyota-c-hr-18-125h-active-5p-electrico-hibrido-2023-en-valencia-62649435-covo.aspx,ELITE CARS,True,2026-02-23,2026-02-23
2026-02-18T19:11:58Z,Híbrido,Valencia,TOYOTA,C-HR,22900,127475,TOYOTA C-HR 2.0 180H Advance,https://www.coches.net/toyota-c-hr-20-180h-advance-5p-electrico-hibrido-2023-en-valencia-70007087-covo.aspx,ELITE CARS,True,2026-02-23,2026-02-23
2026-02-08T14:29:29Z,Híbrido enchufable,Valencia,MERCEDES-BENZ,CLA,29900,52000,MERCEDES-BENZ CLA CLA 250 e Shooting Brake,https://www.coches.net/mercedes-benz-cla-cla-250-e-shooting-brake-5p-electrico-hibrido-2021-en-valencia-62593441-covo.aspx,ELITE CARS,True,2026-02-23,2026-02-23
2026-01-28T09:46:44Z,Diésel,Valencia,VOLKSWAGEN,Tiguan Allspace,29900,88600,VOLKSWAGEN Tiguan Allspace Sport 2.0 TDI,https://www.coches.net/volkswagen-tiguan-allspace-sport-20-tdi-110kw-150cv-5p-diesel-2021-en-valencia-62505844-covo.aspx,ELITE CARS,True,2026-02-23,2026-02-23
2025-10-01T02:49:12Z,Gasolina,Castellón,MERCEDES-BENZ,Clase C,7490,370150,MERCEDES-BENZ Clase C C 180 K Avantgarde,https://www.coches.net/mercedes-benz-clase-c-c-180-k-avantgarde-4p-gasolina-2007-en-castellon-61607258-covo.aspx,GarantyCars,True,2026-02-23,2026-02-23
2026-02-04T17:29:46Z,Diésel,Castellón,BMW,Serie 3,15490,177500,BMW Serie 3 320d EfficientDynamics,https://www.coches.net/bmw-serie-3-320d-efficientdynamics-4p-diesel-2016-en-castellon-62565536-covo.aspx,GarantyCars,True,2026-02-23,2026-02-23
2026-02-04T18:43:17Z,Gasolina,Castellón,PORSCHE,Cayenne,12990,238500,PORSCHE Cayenne S,https://www.coches.net/porsche-cayenne-s-5p-gasolina-2008-en-castellon-62566454-covo.aspx,GarantyCars,True,2026-02-23,2026-02-23
2026-02-06T13:50:42Z,Diésel,Castellón,CITROEN,C4 Picasso,10900,114500,CITROEN C4 Picasso BlueHDi EAT6 Exclusive,https://www.coches.net/citroen-c4-picasso-bluehdi-150cv-eat6-exclusive-5p-diesel-2014-en-castellon-62581209-covo.aspx,GarantyCars,True,2026-02-23,2026-02-23
2026-02-15T13:53:39Z,Diésel,Castellón,PEUGEOT,308,11600,104500,PEUGEOT 308 Nuevo 308 Allure 1.6 eHDi 115,https://www.coches.net/peugeot-308-nuevo-308-5p-allure-16-ehdi-115-5p-diesel-2015-en-castellon-62647862-covo.aspx,GarantyCars,True,2026-02-23,2026-02-23
2025-11-21T17:43:49Z,Gasolina,Valencia,HYUNDAI,Tucson,20690,64950,HYUNDAI Tucson 1.6 TGDI Klass,https://www.coches.net/hyundai-tucson-16-tgdi-110kw-150cv-klass-5p-gasolina-2021-en-valencia-62040972-covo.aspx,Autos Fernández Chiva,True,2026-02-23,2026-02-23
2025-11-13T17:12:03Z,Gas licuado (GLP),Valencia,DACIA,Duster,15990,71070,DACIA Duster Prestige TCE 74kW100CV ECOG 4X2,https://www.coches.net/dacia-duster-prestige-tce-74kw100cv-ecog-4x2-5p-otros-2021-en-valencia-61973497-covo.aspx,Autos Fernández Chiva,True,2026-02-23,2026-02-23
2025-12-03T18:31:21Z,Gasolina,Valencia,SKODA,Kamiq,16500,57915,SKODA Kamiq 1.0 TSI Ambition,https://www.coches.net/skoda-kamiq-10-tsi-81kw-110cv-ambition-5p-gasolina-2021-en-valencia-62139129-covo.aspx,Autos Fernández Chiva,True,2026-02-23,2026-02-23
2026-02-12T10:54:16Z,Híbrido,Valencia,HYUNDAI,Tucson,23590,80880,HYUNDAI Tucson 1.6 TGDI HEV Maxx Auto,https://www.coches.net/hyundai-tucson-16-tgdi-169kw-230cv-hev-maxx-auto-5p-electrico-hibrido-2022-en-valencia-62626560-covo.aspx,Autos Fernández Chiva,True,2026-02-23,2026-02-23
2026-01-30T13:54:57Z,Gasolina,Valencia,SEAT,Ibiza,17400,10000,SEAT Ibiza 1.0 TSI Special Edition,https://www.coches.net/seat-ibiza-10-tsi-85kw-115cv-special-edition-5p-gasolina-2026-en-valencia-62525405-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-30T13:39:53Z,Gasolina,Valencia,KIA,XCeed,19900,28000,KIA XCeed 1.0 TGDi Tech,https://www.coches.net/kia-xceed-10-tgdi-tech-74kw-100cv-5p-gasolina-2025-en-valencia-62525244-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-30T13:46:16Z,Híbrido,Valencia,VOLVO,XC40,27900,80000,VOLVO XC40 2.0 B3 G Core Auto,https://www.coches.net/volvo-xc40-20-b3-g-core-auto-5p-electrico-hibrido-2024-en-valencia-62525313-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-30T14:01:19Z,Gasolina,Valencia,HYUNDAI,Tucson,25400,26000,HYUNDAI Tucson 1.6T Maxx,https://www.coches.net/hyundai-tucson-16t-118kw-160cv-maxx-5p-gasolina-2025-en-valencia-62525455-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-31T18:38:34Z,Diésel,Valencia,AUDI,Q2,27900,92000,AUDI Q2 S line 35 TDI S tronic,https://www.coches.net/audi-q2-s-line-35-tdi-110kw-150cv-s-tronic-5p-diesel-2024-en-valencia-62534173-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-31T18:47:04Z,Diésel,Valencia,OPEL,Combo Life,17900,85000,OPEL Combo Life 1.5 TD SS Edition Plus L,https://www.coches.net/opel-combo-life-15-td-75kw-100cv-ss-edition-plus-l-5p-diesel-2022-en-valencia-62534232-covo.aspx,Belcar Automocion,True,2026-02-23,2026-02-23
2026-01-26T13:06:10Z,Diésel,Valencia,AUDI,A3,12990,114662,AUDI A3 1.6 TDI Ambition,https://www.coches.net/audi-a3-16-tdi-105cv-ambition-3p-diesel-2014-en-valencia-62491543-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-01-31T12:04:10Z,Híbrido,Valencia,BMW,X2,48700,19255,BMW X2 xDrive20d,https://www.coches.net/bmw-x2-xdrive20d-5p-electrico-hibrido-2025-en-valencia-62531653-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-02T17:59:04Z,Híbrido,Valencia,LAND-ROVER,Range Rover Sport,34990,192527,LAND-ROVER Range Rover Sport 3.0D I6 MHEV S AWD Auto.,https://www.coches.net/land-rover-range-rover-sport-30d-i6-183kw-mhev-s-awd-auto-5p-electrico-hibrido-2021-en-valencia-62548605-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-02T17:59:00Z,Gasolina,Valencia,MASERATI,Ghibli,35000,119140,MASERATI Ghibli S Q4 3.0 V6 BT AWD,https://www.coches.net/maserati-ghibli-s-q4-30-v6-bt-410cv-awd-4p-gasolina-2015-en-valencia-62548603-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-02T17:58:56Z,Diésel,Valencia,AUDI,A5,33300,87908,AUDI A5 S line 3.0 TDI quattro S tronic Cabrio,https://www.coches.net/audi-a5-s-line-30-tdi-quattro-s-tronic-cabrio-2p-diesel-2018-en-valencia-62548601-covo.aspx,Ocasion DMCars ,True,2026-02-23,2026-02-23
2026-02-05T18:54:09Z,Gasolina,Valencia,SEAT,León,12490,126400,SEAT León SP 1.5 TSI SS Style Go,https://www.coches.net/seat-leon-sp-15-tsi-96kw-ss-style-go-5p-gasolina-2021-en-valencia-62575687-covo.aspx,CENTROVE GESTION SL,True,2026-02-23,2026-02-23
2026-02-07T10:28:59Z,Gasolina,Valencia,OPEL,Astra,9100,182000,OPEL Astra 1.4T SHT Business Elegance CVT ST,https://www.coches.net/opel-astra-14t-sht-107kw-business-elegance-cvt-st-5p-gasolina-2021-en-valencia-62587549-covo.aspx,CENTROVE GESTION SL,True,2026-02-23,2026-02-23
2026-02-07T10:19:19Z,Gasolina,Valencia,OPEL,Astra,11800,103400,OPEL Astra 1.4T SHT Business Elegance CVT ST,https://www.coches.net/opel-astra-14t-sht-107kw-business-elegance-cvt-st-5p-gasolina-2021-en-valencia-62587499-covo.aspx,CENTROVE GESTION SL,True,2026-02-23,2026-02-23
2026-02-18T19:05:34Z,Gasolina,Valencia,OPEL,Insignia,15500,124400,OPEL Insignia GS Business Elegance 2.0T SHT AT9,https://www.coches.net/opel-insignia-gs-business-elegance-20t-sht-125kw-at9-5p-gasolina-2021-en-valencia-70007010-covo.aspx,CENTROVE GESTION SL,True,2026-02-23,2026-02-23
2026-02-18T19:34:41Z,Gasolina,Valencia,RENAULT,Mégane,13990,125300,RENAULT Mégane S.T. Techno TCe EDC GPF,https://www.coches.net/renault-megane-st-techno-tce-103-kw-140cv-edc-gpf-5p-gasolina-2022-en-valencia-70007364-covo.aspx,CENTROVE GESTION SL,True,2026-02-23,2026-02-23
2025-10-18T12:52:41Z,Gasolina,Valencia,MASERATI,Ghibli,54990,37755,MASERATI Ghibli Gransport V6 350 HP RWD,https://www.coches.net/maserati-ghibli-gransport-v6-350-hp-rwd-4p-gasolina-2020-en-valencia-61753979-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-09-02T17:04:40Z,Diésel,Valencia,LAND-ROVER,Range Rover Evoque,30990,50000,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 4x4 HSE Dynamic,https://www.coches.net/land-rover-range-rover-evoque-20l-td4-diesel-132kw-4x4-hse-dynamic-5p-diesel-2019-en-valencia-61382913-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-09-05T20:28:02Z,Diésel,Valencia,MERCEDES-BENZ,Clase A,31490,40000,MERCEDES-BENZ Clase A A 200 d,https://www.coches.net/mercedes-benz-clase-a-a-200-d-5p-diesel-2023-en-valencia-61411930-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-09-16T13:58:51Z,Diésel,Valencia,BMW,Serie 1,30990,6910,BMW Serie 1 118d Business Auto.,https://www.coches.net/bmw-serie-1-118d-business-auto-5p-diesel-2024-en-valencia-61487396-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-09-29T17:09:00Z,Diésel,Valencia,VOLKSWAGEN,T-Roc,25490,86200,VOLKSWAGEN T-Roc Life 2.0 TDI DSG,https://www.coches.net/volkswagen-t-roc-life-20-tdi-110kw-150cv-dsg-5p-diesel-2024-en-valencia-61592338-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T13:06:46Z,Eléctrico,Valencia,MINI,COOPER,30990,31,MINI COOPER E,https://www.coches.net/mini-cooper-e-3p-electrico-hibrido-2025-en-valencia-61754086-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T13:25:09Z,Diésel,Valencia,MERCEDES-BENZ,Clase GLA,25490,62100,MERCEDES-BENZ Clase GLA GLA 200 d,https://www.coches.net/mercedes-benz-clase-gla-gla-200-d-5p-diesel-2018-en-valencia-61754221-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T13:33:08Z,Diésel,Valencia,MERCEDES-BENZ,GLA,32990,63325,MERCEDES-BENZ GLA GLA 200 D,https://www.coches.net/mercedes-benz-gla-gla-200-d-5p-diesel-2020-en-valencia-61754268-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T13:39:30Z,Diésel,Valencia,LAND-ROVER,Range Rover Velar,39990,79980,LAND-ROVER Range Rover Velar 3.0 D300 Dynamic S 4WD Auto,https://www.coches.net/land-rover-range-rover-velar-30-d300-221kw-dynamic-s-4wd-auto-5p-diesel-2020-en-valencia-61754322-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T13:44:33Z,Diésel,Valencia,PEUGEOT,308,15990,86305,PEUGEOT 308 SW Active Pack BlueHDi 130 SS EAT8,https://www.coches.net/peugeot-308-sw-active-pack-bluehdi-130-ss-eat8-5p-diesel-2022-en-valencia-61754352-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-18T14:03:00Z,Gasolina,Valencia,BMW,Serie 4,46990,55145,BMW Serie 4 430i,https://www.coches.net/bmw-serie-4-430i-2p-gasolina-2022-en-valencia-61754436-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-10-22T10:06:38Z,Gasolina,Valencia,VOLKSWAGEN,T-Cross,19990,13251,VOLKSWAGEN T-Cross Sport 1.0 TSI DSG,https://www.coches.net/volkswagen-t-cross-sport-10-tsi-85kw-115cv-dsg-5p-gasolina-2020-en-valencia-61783725-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-11-01T15:01:38Z,Gasolina,Valencia,SKODA,Kamiq,23490,36195,SKODA Kamiq 1.5 TSI DSG STYLE,https://www.coches.net/skoda-kamiq-15-tsi-110kw-150cv-dsg-style-5p-gasolina-2023-en-valencia-61868175-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-11-12T20:18:53Z,Diésel,Valencia,VOLKSWAGEN,Golf,34990,20000,VOLKSWAGEN Golf RLine 2.0 TDI DSG,https://www.coches.net/volkswagen-golf-rline-20-tdi-110kw-150cv-dsg-5p-diesel-2025-en-valencia-61966784-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-11-22T16:03:27Z,Gasolina,Valencia,VOLKSWAGEN,T-Cross,18990,66000,VOLKSWAGEN T-Cross Advance 1.0 TSI DSG,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-dsg-5p-gasolina-2022-en-valencia-62046307-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-11-22T15:48:54Z,Diésel,Valencia,AUDI,Q2,22990,74400,AUDI Q2 Black Line 30 TDI S tronic,https://www.coches.net/audi-q2-black-line-30-tdi-85kw-116cv-s-tronic-5p-diesel-2020-en-valencia-62046246-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-12-03T21:36:43Z,Gasolina,Valencia,AUDI,Q3 Sportback,30490,77100,AUDI Q3 Sportback 35 TFSI Black Line,https://www.coches.net/audi-q3-sportback-35-tfsi-110kw-150cv-black-line-5p-gasolina-2021-en-valencia-62141032-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-12-03T21:51:50Z,Diésel,Valencia,VOLKSWAGEN,T-Roc,29990,50000,VOLKSWAGEN T-Roc RLine 2.0 TDI DSG,https://www.coches.net/volkswagen-t-roc-rline-20-tdi-110kw-150cv-dsg-5p-diesel-2024-en-valencia-62141090-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
2025-12-09T22:28:39Z,Híbrido,Valencia,AUDI,Q7,48990,84615,AUDI Q7 S line 45 TDI quat. tip.,https://www.coches.net/audi-q7-s-line-45-tdi-170kw-232cv-quat-tip-5p-electrico-hibrido-2022-en-valencia-62180504-covo.aspx,VLC GARAJE ,True,2026-02-23,2026-02-23
